Clave;Nombre;Asterisco
B569;Tripanosomiasis africana, sin otra especificación;F
B570;Enfermedad de Chagas aguda que afecta al corazón;F
B571;Enfermedad de Chagas aguda que no afecta al corazón;F
B572;Enfermedad de Chagas (crónica) que afecta al corazón;F
B573;Enfermedad de Chagas (crónica) que afecta al sistema digestivo;F
B574;Enfermedad de Chagas (crónica) que afecta al sistema nervioso;F
B575;Enfermedad de Chagas (crónica) que afecta otros órganos;F
B580;Oculopatía debida a toxoplasma;F
B581;Hepatitis debida a toxoplasma;F
B582;Meningoencefalitis debida a toxoplasma;F
B583;Toxoplasmosis pulmonar;F
B588;Toxoplasmosis con otro órgano afectado;F
B589;Toxoplasmosis, no especificada;F
B59X;Neumocistosis;F
B600;Babesiosis;F
B601;Acantamebiasis;F
B602;Naegleriasis;F
B608;Otras enfermedades especificadas debidas a protozoarios;F
B64X;Enfermedad debida a protozoarios, no especificada;F
B650;Esquistosomiasis debida a Schistosoma haematobium (esquistosomiasis urinaria);F
B651;Esquistosomiasis debida a Schistosoma mansoni [esquistosomiasis intestinal];F
B652;Esquistosomiasis debida a Schistosoma japonicum;F
B653;Dermatitis por cercarias;F
B658;Otras esquistosomiasis;F
B659;Esquistosomiasis, no especificada;F
B660;Opistorquiasis;F
B661;Clonorquiasis;F
B662;Dicrocoeliasis;F
B663;Fascioliasis;F
B664;Paragonimiasis;F
B665;Fasciolopsiasis;F
B668;Otras infecciones especificadas debidas a trematodos;F
B669;Infección debida a trematodos, no especificada;F
B670;Infección del hígado debida a Echinococcus granulosus;F
B671;Infección del pulmón debida a Echinococcus granulosus;F
B672;Infección de hueso debida a Echinococcus granulosus;F
B673;Infección de otro órgano y de sitios múltiples debida a Echinococcus granulosus;F
B674;Infección debida a Echinococcus granulosus, sin otra especificación;F
B675;Infección del hígado debida a Echinococcus multilocularis;F
B676;Infección de otro órgano y de sitios múltiples debida a Echinococcus multilocularis;F
B677;Infección debida a Echinococcus multilocularis, sin otra especificación;F
B678;Equinococosis del hígado, no especificada;F
B679;Equinococosis, otra y la no especificada;F
B680;Teniasis debida a Taenia solium;F
B681;Infección debida a Taenia saginata;F
B689;Teniasis, no especificada;F
B690;Cisticercosis del sistema nervioso central;F
B691;Cisticercosis del ojo;F
B698;Cisticercosis de otros sitios;F
B699;Cisticercosis, no especificada;F
B700;Difilobotriasis intestinal;F
B701;Esparganosis;F
B710;Himenolepiasis;F
B711;Dipilidiasis;F
B718;Otras infecciones debidas a cestodos especificadas;F
B719;Infecciones debidas a cestodos, no especificada;F
B72X;Dracontiasis;F
B73X;Oncocercosis;F
B740;Filariasis debida a Wuchereria bancrofti;F
B741;Filariasis debida a Brugia malayi;F
B742;Filariasis debida a Brugia timori;F
B743;Loaiasis;F
B744;Mansoneliasis;F
B748;Otras filariasis;F
B749;Filariasis, no especificada;F
B75X;Triquinosis;F
B760;Anquilostomiasis;F
B761;Necatoriasis;F
B768;Otras enfermedades debidas a anquilostomas;F
B769;Enfermedad debida a anquilostomas, no especificada;F
B770;Ascariasis con complicaciones intestinales;F
B778;Ascariasis con otras complicaciones;F
B779;Ascariasis, no especificada;F
B780;Estrongiloidiasis intestinal;F
B781;Estrongiloidiasis cutánea;F
B787;Estrongiloidiasis diseminada;F
B789;Estrongiloidiasis, no especificada;F
B79X;Tricuriasis;F
B80X;Enterobiasis;F
B810;Anisaquiasis;F
B811;Capilariasis intestinal;F
B812;Tricoestrongiliasis;F
B813;Angioestrongiliasis intestinal;F
B814;Helmintiasis intestinal mixta;F
B818;Otras helmintiasis intestinales especificadas;F
B820;Helmintiasis intestinal, sin otra especificación;F
B829;Parasitosis intestinal, sin otra especificación;F
B830;Larva migrans visceral;F
B831;Gnatostomiasis;F
B832;Angioestrongiliasis debida a Parastrongylus cantonensis;F
B833;Singamiasis;F
B834;Hirudiniasis interna;F
B838;Otras helmintiasis especificadas;F
B839;Helmintiasis, no especificada;F
B850;Pediculosis debida a Pediculus humanus capitis;F
B851;Pediculosis debida a Pediculus humanus corporis;F
B852;Pediculosis, sin otra especificación;F
B853;Phthiriasis;F
B854;Pediculosis y phthiriasis mixtas;F
B86X;Escabiosis;F
B870;Miasis cutánea;F
B871;Miasis en heridas;F
B872;Miasis ocular;F
B873;Miasis nasofaríngea;F
B874;Miasis aural;F
B878;Miasis de otros sitios;F
B879;Miasis, no especificada;F
B880;Otras acariasis;F
B881;Tungiasis [infección debida a pulga de arena];F
B882;Otras infestaciones debidas a artrópodos;F
B883;Hirudiniasis externa;F
B888;Otras infestaciones especificadas;F
B889;Infestación, no especificada;F
B89X;Enfermedad parasitaria, no especificada;F
B900;Secuelas de tuberculosis del sistema nervioso central;F
B901;Secuelas de tuberculosis genitourinaria;F
B902;Secuelas de tuberculosis de huesos y articulaciones;F
B908;Secuelas de tuberculosis de otros órganos especificados;F
B909;Secuelas de tuberculosis respiratoria y de tuberculosis no especificada;F
B91X;Secuelas de poliomielitis;F
B92X;Secuelas de lepra;F
B940;Secuelas de tracoma;F
B941;Secuelas de encefalitis viral;F
B942;Secuelas de hepatitis viral;F
B948;Secuelas de otras enfermedades infecciosas y parasitarias especificadas;F
B949;Secuelas de enfermedades infecciosas y parasitarias no especificadas;F
B950;Estreptococo, grupo A, como causa de enfermedades clasificadas en otros capítulos;F
B951;Estreptococo, grupo B, como causa de enfermedades clasificadas en otros capítulos;F
B952;Estreptococo, grupo D, como causa de enfermedades clasificadas en otros capítulos;F
B953;Streptococcus pneumoniae como causa de enfermedades clasificadas en otros capítulos;F
B954;Otros estreptococos como causa de enfermedades clasificadas en otros capítulos;F
B955;Estreptococo no especificado como causa de enfermedades clasificadas en otros capítulos;F
B956;Staphylococcus aureus como causa de enfermedades clasificadas en otros capítulos;F
B957;Otros estafilococos como causa de enfermedades clasificadas en otros capítulos;F
B958;Estafilococo no especificado, como causa de enfermedades clasificadas en otros capítulos;F
B960;Mycoplasma pneumoniae [M. pneumoniae] como causa de enfermedades clasificadas en otros capítulos;F
B961;Klebsiella pneumoniae [K. pneumoniae] como causa de enfermedades clasificadas en otros capítulos;F
B962;Escherichia coli [E. coli] como causa de enfermedades clasificadas en otros capítulos;F
B963;Haemophilus influenzae [H. influenzae] como causa de enfermedades clasificadas en otros capítulos;F
B964;Proteus (mirabilis) (morganii) como causa de enfermedades clasificadas en otros capítulos;F
B965;Pseudomonas (aeruginosa) como causa de enfermedades clasificadas en otros capítulos;F
B966;Bacillus fragilis  [B. fragilis] como causa de enfermedades clasificadas en otros capítulos;F
B967;Clostridium perfringens [C. perfringens] como causa de enfermedades clasificadas en otros capítulos;F
B968;Otros agentes bacterianos especificados como causa de enfermedades clasificadas en otros capítulos;F
B970;Adenovirus como causa de enfermedades clasificadas en otros capítulos;F
B971;Enterovirus como causa de enfermedades clasificadas en otros capítulos;F
B972;Coronavirus como causa de enfermedades clasificadas en otros capítulos;F
B973;Retrovirus como causa de enfermedades clasificadas en otros capítulos;F
B974;Virus sincicial respiratorio como causa de enfermedades clasificadas en otros capítulos;F
B975;Reovirus como causa de enfermedades clasificadas en otros capítulos;F
B976;Parvovirus como causa de enfermedades clasificadas en otros capítulos;F
B977;Papilomavirus como causa de enfermedades clasificadas en otros capítulos;F
B978;Otros agentes virales como causa de enfermedades clasificadas en otros capítulos;F
B980;Helicobacter pylori [H.pylori] como la causa de enfermedades clasificadas en otros capítulos ;F
B981;Vibrio vulnificus como la causa de enfermedades clasificadas en otros capítulos ;F
B99X;Otras enfermedades infecciosas y las no especificadas;F
C000;Tumor maligno del labio superior, cara externa;F
C001;Tumor maligno del labio inferior, cara externa;F
C002;Tumor maligno del labio, cara externa, sin otra especificación;F
C003;Tumor maligno del labio superior, cara interna;F
C004;Tumor maligno del labio inferior, cara interna;F
C005;Tumor maligno del labio, cara interna, sin otra especificación;F
C006;Tumor maligno de la comisura labial;F
C008;Lesión de sitios contiguos del labio;F
C009;Tumor maligno del labio, parte no especificada;F
C01X;Tumor maligno de la base de la lengua;F
C020;Tumor maligno de la cara dorsal de la lengua;F
C021;Tumor maligno del borde de la lengua;F
C022;Tumor maligno de la cara ventral de la lengua;F
C023;Tumor maligno de los dos tercios anteriores de la lengua, parte no especificada;F
C024;Tumor maligno de la amígdala lingual;F
C028;Lesión de sitios contiguos de la lengua;F
C029;Tumor maligno de la lengua, parte no especificada;F
C030;Tumor maligno de la encía superior;F
C031;Tumor maligno de la encía inferior;F
C039;Tumor maligno de la encía, parte no especificada;F
C040;Tumor maligno de la parte anterior del piso de la boca;F
C041;Tumor maligno de la parte lateral del piso de la boca;F
C048;Lesión de sitios contiguos del piso de la boca;F
C049;Tumor maligno del piso de la boca, parte no especificada;F
C050;Tumor maligno del paladar duro;F
C051;Tumor maligno del paladar blando;F
C052;Tumor maligno de la úvula;F
C058;Lesión de sitios contiguos del paladar;F
C059;Tumor maligno del paladar, parte no especificada;F
C060;Tumor maligno de la mucosa de la mejilla;F
C061;Tumor maligno del vestíbulo de la boca;F
C062;Tumor maligno del área retromolar;F
C068;Lesión de sitios contiguos de otras partes y de las no especificadas de la boca;F
C069;Tumor maligno de la boca, parte no especificada;F
C07X;Tumor maligno de la glándula parótida;F
C080;Tumor maligno de la glándula submaxilar;F
C081;Tumor maligno de la glándula sublingual;F
C088;Lesión de sitios contiguos de las glándulas salivales mayores;F
C089;Tumor maligno de glándula salival mayor, no especificada;F
C090;Tumor maligno de la fosa amigdalina;F
C091;Tumor maligno del pilar amigdalino (anterior) (posterior);F
C098;Lesión de sitios contiguos de la amígdala;F
C099;Tumor maligno de la amígdala, parte no especificada;F
C100;Tumor maligno de la valécula;F
C101;Tumor maligno de la cara anterior de la epiglotis;F
C102;Tumor maligno de la pared lateral de la orofaringe;F
C103;Tumor maligno de la pared posterior de la orofaringe;F
C104;Tumor maligno de la hendidura branquial;F
C108;Lesión de sitios contiguos de la orofaringe;F
C109;Tumor maligno de la orofaringe, parte no especificada;F
C110;Tumor maligno de la pared superior de la nasofaringe;F
C111;Tumor maligno de la pared posterior de la nasofaringe;F
C112;Tumor maligno de la pared lateral de la nasofaringe;F
C113;Tumor maligno de la pared anterior de la nasofaringe;F
C118;Lesión de sitios contiguos de la nasofaringe;F
C119;Tumor maligno de la nasofaringe, parte no especificada;F
C12X;Tumor maligno del seno piriforme;F
C130;Tumor maligno de la región postcricoidea;F
C131;Tumor maligno del pliegue aritenoepiglótico, cara hipofaríngea;F
C132;Tumor maligno de la pared posterior de la hipofaringe;F
C138;Lesión de sitios contiguos de la hipofaringe;F
C139;Tumor maligno de la hipofaringe, parte no especificada;F
C140;Tumor maligno de la faringe, parte no especificada;F
C142;Tumor maligno del anillo de Waldeyer;F
C148;Lesión de sitios contiguos del labio, de la cavidad bucal y de la faringe;F
C150;Tumor maligno del esófago, porción cervical;F
C151;Tumor maligno del esófago, porción torácica;F
C152;Tumor maligno del esófago, porción abdominal;F
C153;Tumor maligno del tercio superior del esófago;F
C154;Tumor maligno del tercio medio del esófago;F
C155;Tumor maligno del tercio inferior del esófago;F
C158;Lesión de sitios contiguos del esófago;F
C159;Tumor maligno del esófago, parte no especificada;F
C160;Tumor maligno del cardias;F
C161;Tumor maligno del fundus gástrico;F
C162;Tumor maligno del cuerpo del estómago;F
C163;Tumor maligno del antro pilórico;F
C164;Tumor maligno del píloro;F
C165;Tumor maligno de la curvatura menor del estómago, sin otra especificación;F
C166;Tumor maligno de la curvatura mayor del estómago, sin otra especificación;F
C168;Lesión de sitios contiguos del estómago;F
C169;Tumor maligno del estómago, parte no especificada;F
C170;Tumor maligno del duodeno;F
C171;Tumor maligno del yeyuno;F
C172;Tumor maligno del íleon;F
C173;Tumor maligno del divertículo de Meckel;F
C178;Lesión de sitios contiguos del intestino delgado;F
C179;Tumor maligno del intestino delgado, parte no especificada;F
C180;Tumor maligno del ciego;F
C181;Tumor maligno del apéndice;F
C182;Tumor maligno del colon ascendente;F
C183;Tumor maligno del ángulo hepático;F
C184;Tumor maligno del colon transverso;F
C185;Tumor maligno del ángulo esplénico;F
C186;Tumor maligno del colon descendente;F
C187;Tumor maligno del colon sigmoide;F
C188;Lesión de sitios contiguos del colon;F
C189;Tumor maligno del colon, parte no especificada;F
C19X;Tumor maligno de la unión rectosigmoidea;F
C20X;Tumor maligno del recto;F
C210;Tumor maligno del ano, parte no especificada;F
C211;Tumor maligno del conducto anal;F
C212;Tumor maligno de la zona cloacogénica;F
C218;Lesión de sitios contiguos del ano, del conducto anal y del recto;F
C220;Carcinoma de células hepáticas;F
C221;Carcinoma de vías biliares intrahepáticas;F
C222;Hepatoblastoma;F
C223;Angiosarcoma del hígado;F
C224;Otros sarcomas del hígado;F
C227;Otros carcinomas especificados del hígado;F
C229;Tumor maligno del hígado, no especificado;F
C23X;Tumor maligno de la vesícula biliar;F
C240;Tumor maligno de las vías biliares extrahepáticas;F
C241;Tumor maligno de la ampolla de Vater;F
C248;Lesión de sitios contiguos de las vías biliares;F
C249;Tumor maligno de las vías biliares, parte no especificada;F
C250;Tumor maligno de la cabeza del páncreas;F
C251;Tumor maligno del cuerpo del páncreas;F
C252;Tumor maligno de la cola del páncreas;F
C253;Tumor maligno del conducto pancreático;F
C254;Tumor maligno del páncreas endocrino;F
C257;Tumor maligno de otras partes especificadas del páncreas;F
C258;Lesión de sitios contiguos del páncreas;F
C259;Tumor maligno del páncreas, parte no especificada;F
C260;Tumor maligno del intestino, parte no especificada;F
C261;Tumor maligno del bazo;F
C268;Lesión de sitios contiguos de los órganos digestivos;F
C269;Tumor maligno de sitios mal definidos de los órganos digestivos;F
C300;Tumor maligno de la fosa nasal;F
C301;Tumor maligno del oído medio;F
C310;Tumor maligno del seno maxilar;F
C311;Tumor maligno del seno etmoidal;F
C312;Tumor maligno del seno frontal;F
C313;Tumor maligno del seno esfenoidal;F
C318;Lesión de sitios contiguos de los senos paranasales;F
C319;Tumor maligno de seno paranasal no especificado;F
C320;Tumor maligno de la glotis;F
C321;Tumor maligno de la región supraglótica;F
C322;Tumor maligno de la región subglótica;F
C323;Tumor maligno del cartílago laríngeo;F
C328;Lesión de sitios contiguos de la laringe;F
C329;Tumor maligno de la laringe, parte no especificada;F
C33X;Tumor maligno de la tráquea;F
C340;Tumor maligno del bronquio principal;F
C341;Tumor maligno del lóbulo superior, bronquio o pulmón;F
C342;Tumor maligno del lóbulo medio, bronquio o pulmón;F
C343;Tumor maligno del lóbulo inferior, bronquio o pulmón;F
C348;Lesión de sitios contiguos de los bronquios y del pulmón;F
C349;Tumor maligno de los bronquios o del pulmón, parte no especificada;F
C37X;Tumor maligno del timo;F
C380;Tumor maligno del corazón;F
C381;Tumor maligno del mediastino anterior;F
C382;Tumor maligno del mediastino posterior;F
C383;Tumor maligno del mediastino, parte no especificada;F
C384;Tumor maligno de la pleura;F
C388;Lesión de sitos contiguos del corazón, del mediastino y de la pleura;F
