A00;COLERA
V54;OCUPANTE DE CAMIONETA O FURGONETA LESIONADO(A) POR COLISION CON VEHICULO DE TRANSPORTE PESADO O CON AUTOBUS
V55;OCUPANTE DE CAMIONETA O FURGONETA LESIONADO(A) POR COLISION CON TREN O CON VEHICULO DE RIELES
V56;OCUPANTE DE CAMIONETA O FURGONETA LESIONADO(A) POR COLISION CON OTROS VEHICULOS SIN MOTOR
V57;OCUPANTE DE CAMIONETA O FURGONETA LESIONADO(A) POR COLISION CON OBJETO FIJO O ESTACIONADO
V58;OCUPANTE DE CAMIONETA O FURGONETA LESIONADO(A) EN ACCIDENTE DE TRANSPORTE SIN COLISION
V59;OCUPANTE DE CAMIONETA O FURGONETA LESIONADO(A) EN OTROS ACCIDENTES DE TRANSPORTE, Y EN LOS NO ESPECIFICADOS
V60;OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO(A) POR COLISION CON PEATON(A) O CON ANIMAL
V61;OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO(A) POR COLISION CON VEHICULO DE PEDAL
V62;OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO(A) POR COLISION CON VEHICULO DE MOTOR DE DOS O DE TRES RUEDAS
V63;OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO(A) POR COLISION CON AUTOMOVIL, CON CAMIONETA O CON FURGONETA
V64;OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO(A) POR COLISION CON OTRO VEHICULO DE TRANSPORTE PESADO O CON AUTOBUS
V65;OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO(A) POR COLISION CON TREN O CON VEHICULO DE RIELES
V66;OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO(A) POR COLISION CON OTROS VEHICULOS SIN MOTOR
V67;OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO(A) POR COLISION CON OBJETO FIJO O ESTACIONADO
V68;OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO(A) EN ACCIDENTE DE TRANSPORTE SIN COLISION
V69;OCUPANTE DE VEHICULO DE TRANSPORTE PESADO LESIONADO(A) EN OTROS ACCIDENTES DE TRANSPORTE, Y EN LOS NO ESPECIFICADOS
V70;OCUPANTE DE AUTOBUS LESIONADO(A) POR COLISION CON PEATON(A) O CON ANIMAL
V71;OCUPANTE DE AUTOBUS LESIONADO(A) POR COLISION CON VEHICULO DE PEDAL
V72;OCUPANTE DE AUTOBUS LESIONADO(A) POR COLISION CON VEHICULO DE MOTOR DE DOS O DE TRES RUEDAS
V73;OCUPANTE DE AUTOBUS LESIONADO(A) POR COLISION CON AUTOMOVIL, CON CAMIONETA O CON FURGONETA
V74;OCUPANTE DE AUTOBUS LESIONADO(A) POR COLISION CON VEHICULO DE TRANSPORTE PESADO O CON AUTOBUS
V75;OCUPANTE DE AUTOBUS LESIONADO(A) POR COLISION CON TREN O CON VEHICULO DE RIELES
V76;OCUPANTE DE AUTOBUS LESIONADO(A) POR COLISION CON OTROS VEHICULOS SIN MOTOR
V77;OCUPANTE DE AUTOBUS LESIONADO(A) POR COLISION CON OBJETO FIJO O ESTACIONADO
V78;OCUPANTE DE AUTOBUS LESIONADO(A) EN ACCIDENTE DE TRANSPORTE SIN COLISION
V79;OCUPANTE DE AUTOBUS LESIONADO(A) EN OTROS ACCIDENTES DE TRANSPORTE, Y EN LOS NO ESPECIFICADOS
V80;JINETE U OCUPANTE DE VEHICULO DE TRACCION ANIMAL LESIONADO(A) EN ACCIDENTE DE TRANSPORTE
V81;OCUPANTE DE TREN O DE VEHICULO DE RIELES LESIONADO(A) EN ACCIDENTE DE TRANSPORTE
V82;OCUPANTE DE TRANVIA LESIONADO(A) EN ACCIDENTE DE TRANSPORTE
V83;OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN PLANTAS INDUSTRIALES LESIONADO(A) EN ACCIDENTE DE TRANSPORTE
V84;OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN AGRICULTURA LESIONADO(A) EN ACCIDENTE DE TRANSPORTE
V85;OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA CONSTRUCCION LESIONADO(A) EN ACCIDENTE DE TRANSPORTE
V86;OCUPANTE DE VEHICULO ESPECIAL PARA TODO TERRENO O DE OTRO VEHICULO DE MOTOR PARA USO FUERA DE LA CARRETERA LESIONADO(A) EN ACCIDENTE DE TRANSPORTE
V87;ACCIDENTE DE TRANSITO DE TIPO ESPECIFICADO, PERO DONDE SE DESCONOCE EL MODO DE TRANSPORTE DE LA VICTIMA
V88;ACCIDENTE NO DE TRANSITO DE TIPO ESPECIFICADO, PERO DONDE SE DESCONOCE EL MODO DE TRANSPORTE DE LA VICTIMA
V89;ACCIDENTE DE VEHICULO DE MOTOR O SIN MOTOR, TIPO DE VEHICULO NO ESPECIFICADO
V90;ACCIDENTE DE EMBARCACION QUE CAUSA AHOGAMIENTO Y SUMERSION
V91;ACCIDENTE DE EMBARCACION QUE CAUSA OTROS TIPOS DE TRAUMATISMO
V92;AHOGAMIENTO Y SUMERSION RELACIONADOS CON TRANSPORTE POR AGUA, SIN ACCIDENTE DE LA EMBARCACION
V93;ACCIDENTE EN UNA EMBARCACION, SIN ACCIDENTE DE LA EMBARCACION, QUE NO CAUSA AHOGAMIENTO NI SUMERSION
V94;OTROS ACCIDENTES DEL TRANSPORTE POR AGUA, Y LOS NO ESPECIFICADOS
V95;ACCIDENTE DE AERONAVE DE MOTOR, CON OCUPANTE LESIONADO(A)
V96;ACCIDENTE DE AERONAVE SIN MOTOR, CON OCUPANTE LESIONADO(A)
V97;OTROS ACCIDENTES ESPECIFICADOS DEL TRANSPORTE AEREO
V98;OTROS ACCIDENTES DE TRANSPORTE ESPECIFICADOS
V99;ACCIDENTE DE TRANSPORTE NO ESPECIFICADO
W00;CAIDA EN EL MISMO NIVEL POR HIELO O NIEVE
W01;CAIDA EN EL MISMO NIVEL POR DESLIZAMIENTO, TROPEZON Y TRASPIE
W02;CAIDA POR PATINES PARA HIELO, ESQUIES, PATINES DE RUEDAS O PATINETA
W03;OTRAS CAIDAS EN EL MISMO NIVEL POR COLISION CON O POR EMPUJON DE OTRA PERSONA
W04;CAIDA AL SER TRASLADADO(A) O SOSTENIDO(A) POR OTRAS PERSONAS
W05;CAIDA QUE IMPLICA SILLA DE RUEDAS
W06;CAIDA QUE IMPLICA CAMA
W07;CAIDA QUE IMPLICA SILLA
W08;CAIDA QUE IMPLICA OTRO MUEBLE
W09;CAIDA QUE IMPLICA EQUIPOS PARA JUEGOS INFANTILES
W10;CAIDA EN O DESDE ESCALERA (ESCALA) Y ESCALONES
W11;CAIDA EN O DESDE ESCALERAS MANUALES
W12;CAIDA EN O DESDE ANDAMIO
W13;CAIDA DESDE, FUERA O A TRAVES DE UN EDIFICIO O DE OTRA CONSTRUCCION
W14;CAIDA DESDE UN ARBOL
W15;CAIDA DESDE PE¾ASCO
W16;SALTO O ZAMBULLIDA DENTRO DEL AGUA, QUE CAUSA OTRO TRAUMATISMO, SIN SUMERSION NI AHOGAMIENTO
W17;OTRAS CAIDAS DE UN NIVEL A OTRO
W18;OTRAS CAIDAS EN EL MISMO NIVEL
W19;CAIDA NO ESPECIFICADA
W20;GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE
W21;GOLPE CONTRA O GOLPEADO(A) POR EQUIPO PARA DEPORTES
W22;GOLPE CONTRA O GOLPEADO(A) POR OTROS OBJETOS
W23;ATRAPADO(A), APLASTADO(A), TRABADO(A) O APRETADO(A) EN O ENTRE OBJETOS
W24;CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA PARTE
W25;CONTACTO TRAUMATICO CON VIDRIO CORTANTE
W26;CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PU¾AL
W27;CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR
W28;CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR
W29;CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR
W30;CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA
W31;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y CON LAS NO ESPECIFICADAS
W32;DISPARO DE ARMA CORTA
W33;DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA
W34;DISPARO DE OTRAS ARMAS DE FUEGO, Y DE LAS NO ESPECIFICADAS
W35;EXPLOSION Y ROTURA DE CALDERA
W36;EXPLOSION Y ROTURA DE CILINDRO CON GAS
W37;EXPLOSION Y ROTURA DE NEUMATICO, DE TUBO O DE MANGUERA DE GOMA PRESURIZADOS
W38;EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS
W39;EXPLOSION DE FUEGOS ARTIFICIALES
W40;EXPLOSION DE OTROS MATERIALES
W41;EXPOSICION A CHORRO DE ALTA PRESION
W42;EXPOSICION AL RUIDO
W43;EXPOSICION A VIBRACIONES
W44;CUERPO EXTRA¾O QUE PENETRA POR EL OJO O POR ORIFICIO NATURAL
W45;CUERPO EXTRA¾O QUE PENETRA A TRAVES DE LA PIEL
W46;CONTACTO TRAUMATICO CON AGUJA IPODERMICA
W49;EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y A LAS NO ESPECIFICADAS
W50;APORREO, GOLPE, MORDEDURA, PATADA, RASGU¾O O TORCEDURA INFLIGIDOS POR OTRA PERSONA
W51;CHOQUE O EMPELLON CONTRA OTRA PERSONA
W52;PERSONA APLASTADA, EMPUJADA O PISOTEADA POR UNA MULTITUD O ESTAMPIDA HUMANA
W53;MORDEDURA DE RATA
W54;MORDEDURA O ATAQUE DE PERRO
W55;MORDEDURA O ATAQUE DE OTROS MAMIFEROS
W56;CONTACTO TRAUMATICO CON ANIMALES MARINOS
W57;MORDEDURA O PICADURA DE INSECTOS Y DE OTROS ARTROPODOS NO VENENOSOS
W58;MORDEDURA O ATAQUE DE COCODRILO O CAIMAN
W59;MORDEDURA O APLASTAMIENTO POR OTROS REPTILES
W60;CONTACTO TRAUMATICO CON AGUIJONES, ESPINAS U HOJAS CORTANTES DE PLANTAS
W64;EXPOSICION A OTRAS FUERZAS MECANICAS ANIMADAS, Y A LAS NO ESPECIFICADAS
W65;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN LA BA¾ERA
W66;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN LA BA¾ERA
W67;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN UNA PISCINA
W68;AHOGAMIENTO Y SUMERSION CONSECUTIVOS A CAIDA EN UNA PISCINA
W69;AHOGAMIENTO Y SUMERSION MIENTRAS SE ESTA EN AGUAS NATURALES
W70;AHOGAMIENTO Y SUMERSION POSTERIOR A CAIDA EN AGUAS NATURALES
W73;OTROS AHOGAMIENTOS Y SUMERSIONES ESPECIFICADOS
W74;AHOGAMIENTO Y SUMERSION NO ESPECIFICADOS
W75;SOFOCACION Y ESTRANGULAMIENTO ACCIDENTAL EN LA CAMA
W76;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES
W77;OBSTRUCCION DE LA RESPIRACION DEBIDA A HUNDIMIENTO, CAIDA DE TIERRA O DE OTRAS SUSTANCIAS
W78;INHALACION DE CONTENIDOS GASTRICOS
W79;INHALACION E INGESTION DE ALIMENTO QUE CAUSA OBSTRUCCION DE LAS VIAS RESPIRATORIAS
W80;INHALACION E INGESTION DE OTROS OBJETOS QUE CAUSAN OBSTRUCCION DE LAS VIAS RESPIRATORIAS
W81;CONFINADO(A) O ATRAPADO(A) EN UN AMBIENTE CON BAJO CONTENIDO DE OXIGENO
W83;OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION
W84;OBSTRUCCION NO ESPECIFICADA DE LA RESPIRACION
W85;EXPOSICION A LINEAS DE TRANSMISION ELECTRICA
W86;EXPOSICION A OTRAS CORRIENTES ELECTRICAS ESPECIFICADAS
W87;EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA
W88;EXPOSICION A RADIACION IONIZANTE
W89;EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA DE ORIGEN ARTIFICIAL
W90;EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE
W91;EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO
W92;EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL
W93;EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL
W94;EXPOSICION A PRESION DE AIRE ALTA Y BAJA Y A CAMBIOS EN LA PRESION DEL AIRE
W99;EXPOSICION A OTROS FACTORES AMBIENTALES Y A LOS NO ESPECIFICADOS, DE ORIGEN ARTIFICIAL
X00;EXPOSICION A FUEGO NO CONTROLADO EN EDIFICIO O EN OTRA CONSTRUCCION
X01;EXPOSICION A FUEGO NO CONTROLADO EN LUGAR QUE NO ES EDIFICIO NI OTRA CONSTRUCCION
X02;EXPOSICION A FUEGO CONTROLADO EN EDIFICIO O EN OTRA CONSTRUCCION
X03;EXPOSICION A FUEGO CONTROLADO EN LUGAR QUE NO ES EDIFICIO NI OTRA CONSTRUCCION
X04;EXPOSICION A IGNICION DE MATERIAL ALTAMENTE INFLAMABLE
X05;EXPOSICION A IGNICION O FUSION DE ROPAS DE DORMIR
X06;EXPOSICION A IGNICION O FUSION DE OTRAS ROPAS Y ACCESORIOS
X08;EXPOSICION A OTROS HUMOS, FUEGOS O LLAMAS ESPECIFICADOS
X09;EXPOSICION A HUMOS, FUEGOS O LLAMAS NO ESPECIFICADOS
X10;CONTACTO CON BEBIDAS, ALIMENTOS, GRASAS Y ACEITES PARA COCINAR, CALIENTES
X11;CONTACTO CON AGUA CALIENTE CORRIENTE
X12;CONTACTO CON OTROS LIQUIDOS CALIENTES
X13;CONTACTO CON VAPOR DE AGUA Y CON OTROS VAPORES CALIENTES
X14;CONTACTO CON AIRE Y CON GASES CALIENTES
X15;CONTACTO CON UTENSILIOS DOMESTICOS CALIENTES
X16;CONTACTO CON RADIADORES, CA¾ERIAS Y ARTEFACTOS PARA CALEFACCION, CALIENTES
X17;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES
X18;CONTACTO CON OTROS METALES CALIENTES
X19;CONTACTO CON OTRAS SUSTANCIAS CALIENTES, Y CON LAS NO ESPECIFICADAS
X20;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS
X21;CONTACTO TRAUMATICO CON ARA¾AS VENENOSAS
X22;CONTACTO TRAUMATICO CON ESCORPION
X23;CONTACTO TRAUMATICO CON AVISPONES, AVISPAS Y ABEJAS
X24;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES)
X25;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS ESPECIFICADOS
X26;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINOS VENENOSOS
X27;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS
X28;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS
X29;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS
X30;EXPOSICION AL CALOR NATURAL EXCESIVO
X31;EXPOSICION AL FRIO NATURAL EXCESIVO
X32;EXPOSICION A RAYOS SOLARES
X33;VICTIMA DE RAYO
X34;VICTIMA DE TERREMOTO
X35;VICTIMA DE ERUPCION VOLCANICA
X36;VICTIMA DE AVALANCHA, DE DERRUMBE Y DE OTROS MOVIMIENTOS DE TIERRA
X37;VICTIMA DE TORMENTA CATACLISMICA
X38;VICTIMA DE INUNDACION
X39;EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA, Y A LAS NO ESPECIFICADAS
X40;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, A ANTIPIRETICOS Y A ANTIRREUMATICOS
X41;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS,SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE
X42;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS (ALUCINOGENOS), NO CLASIFICADOS EN OTRA PARTE
X43;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO
X44;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y A LOS NO ESPECIFICADOS
X45;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION AL ALCOHOL
X46;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y A SUS VAPORES
X47;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTROS GASES Y VAPORES
X48;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A PLAGUICIDAS
X49;ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y A LOS NO ESPECIFICADOS
X50;EXCESO DE ESFUERZO Y MOVIMIENTOS EXTENUANTES Y REPETITIVOS
X51;VIAJES Y DESPLAZAMIENTOS
X52;PERMANENCIA PROLONGADA EN AMBIENTE SIN GRAVEDAD
X53;PRIVACION DE ALIMENTOS
X54;PRIVACION DE AGUA
X57;PRIVACION NO ESPECIFICADA
X58;EXPOSICION A OTROS FACTORES ESPECIFICADOS
X59;EXPOSICION A FACTORES NO ESPECIFICADOS
X60;ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS
X61;ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE
X62;ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS (ALUCINOGENOS), NO CLASIFICADOS EN OTRA PARTE
X63;ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO
X64;ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y A LOS NO ESPECIFICADOS
X65;ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION AL ALCOHOL
X66;ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y A SUS VAPORES
X67;ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTROS GASES Y VAPORES
X68;ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A PLAGUICIDAS
X69;ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y A LOS NO ESPECIFICADOS
X70;LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHORCAMIENTO, ESTRANGULAMIENTO O SOFOCACION
X71;LESION AUTOINFLIGIDA INTENCIONALMENTE POR AHOGAMIENTO Y SUMERSION
X72;LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE ARMA CORTA
X73;LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE RIFLE, ESCOPETA O ARMA LARGA
X74;LESION AUTOINFLIGIDA INTENCIONALMENTE POR DISPARO DE OTRAS ARMAS DE FUEGO, Y DE LAS NO ESPECIFICADAS
X75;LESION AUTOINFLIGIDA INTENCIONALMENTE POR MATERIAL EXPLOSIVO
X76;LESION AUTOINFLIGIDA INTENCIONALMENTE POR HUMO, FUEGO Y LLAMAS
X77;LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES
X78;LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE
X79;LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO
X80;LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO
X81;LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO
X82;LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR
X83;LESION AUTOINFLIGIDA INTENCIONALMENTE POR OTROS MEDIOS ESPECIFICADOS
X84;LESION AUTOINFLIGIDA INTENCIONALMENTE POR MEDIOS NO ESPECIFICADOS
X85;AGRESION CON DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS
X86;AGRESION CON SUSTANCIA CORROSIVA
X87;AGRESION CON PLAGUICIDAS
X88;AGRESION CON GASES Y VAPORES
X89;AGRESION CON OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS ESPECIFICADOS
X90;AGRESION CON PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS NO ESPECIFICADOS
X91;AGRESION POR AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION
X92;AGRESION POR AHOGAMIENTO Y SUMERSION
X93;AGRESION CON DISPARO DE ARMA CORTA
X94;AGRESION CON DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA
X95;AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO, Y DE LAS NO ESPECIFICADAS
X96;AGRESION CON MATERIAL EXPLOSIVO
X97;AGRESION CON HUMO, FUEGO Y LLAMAS
X98;AGRESION CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES
X99;AGRESION CON OBJETO CORTANTE
Y00;AGRESION CON OBJETO ROMO O SIN FILO
Y01;AGRESION POR EMPUJON DESDE UN LUGAR ELEVADO
Y02;AGRESION POR EMPUJAR O COLOCAR A LA VICTIMA DELANTE DE OBJETO EN MOVIMIENTO
Y03;AGRESION POR COLISION DE VEHICULO DE MOTOR
Y04;AGRESION CON FUERZA CORPORAL
Y05;AGRESION SEXUAL CON FUERZA CORPORAL
Y06;NEGLIGENCIA Y ABANDONO
Y07;OTROS SINDROMES DE MALTRATO
Y08;AGRESION POR OTROS MEDIOS ESPECIFICADOS
Y09;AGRESION POR MEDIOS NO ESPECIFICADOS
Y10;ENVENENAMIENTO POR, Y EXPOSICION A ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, DE INTENCION NO DETERMINADA
Y11;ENVENENAMIENTO POR, Y EXPOSICION A DROGAS ANTIEPILEPTICAS, SEDANTES, HIPNOTICAS, ANTIPARKINSONIANAS Y PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE, DE INTENCION NO DETERMINADA
Y12;ENVENENAMIENTO POR, Y EXPOSICION A NARCOTICOS Y PSICODISLEPTICOS (ALUCINOGENOS), NO CLASIFICADOS EN OTRA PARTE, DE INTENCION NO DETERMINADA
Y13;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS QUE ACTUAN SOBRE EL SISTEMA NERVIOSO AUTONOMO, DE INTENCION NO DETERMINADA
Y14;ENVENENAMIENTO POR, Y EXPOSICION A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS, Y A LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA
Y15;ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL, DE INTENCION NO DETERMINADA
Y16;ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y A SUS VAPORES, DE INTENCION NO DETERMINADA
Y17;ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA
Y18;ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA
Y19;ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y A LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA
Y20;AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA
Y21;AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA
Y22;DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA
Y23;DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA
Y24;DISPARO DE OTRAS ARMAS DE FUEGO, Y DE LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA
Y25;CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA
Y26;EXPOSICION A HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA
Y27;CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA
Y28;CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA
Y29;CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA
Y30;CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA
Y31;CAIDA, PERMANENCIA O CARRERA DELANTE DE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA
Y32;COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA
Y33;OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA
Y34;EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA
Y35;INTERVENCION LEGAL
Y36;OPERACIONES DE GUERRA
Y40;EFECTOS ADVERSOS DE ANTIBIOTICOS SISTEMICOS
Y41;EFECTOS ADVERSOS DE OTROS ANTIINFECCIOSOS Y ANTIPARASITARIOS SISTEMICOS
Y42;EFECTOS ADVERSOS DE HORMONAS Y DE SUS SUSTITUTOS SINTETICOS Y DE SUS ANTAGONISTAS, NO CLASIFICADOS EN OTRA PARTE
Y43;EFECTOS ADVERSOS DE AGENTES SISTEMICOS PRIMARIOS
Y44;EFECTOS ADVERSOS DE AGENTES QUE AFECTAN PRIMARIAMENTE LOS CONSTITUYENTES DE LA SANGRE
Y45;EFECTOS ADVERSOS DE DROGAS ANALGESICAS, ANTIPIRETICAS Y ANTIINFLAMATORIAS
Y46;EFECTOS ADVERSOS DE DROGAS ANTIEPILEPTICAS Y ANTIPARKINSONIANAS
Y47;EFECTOS ADVERSOS DE DROGAS SEDANTES, HIPNOTICAS Y ANSIOLITICAS
Y48;EFECTOS ADVERSOS DE ANESTESICOS Y DE GASES TERAPEUTICOS
Y49;EFECTOS ADVERSOS DE DROGAS PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE
